,id_No,lake_name,source,metadata
1982,1983,Biwa-ko,hydroweb,"{'basin': 'Yodo', 'source': 'hydroweb', 'status': 'research', 'country': 'Japan', 'end_date': '2020-04-02 18:49', 'latitude': 35.25, 'lake_name': 'Biwa-ko', 'longitude': 136.07, 'identifier': 'L_biwa-ko', 'start_date': '2016-03-08 23:58'}"
1983,1984,Bodensee,hydroweb,"{'basin': 'Rhine', 'source': 'hydroweb', 'status': 'research', 'country': 'Germany&Switzerland&Austria', 'end_date': '2020-07-05 11:38', 'latitude': 47.6, 'lake_name': 'Bodensee', 'longitude': 9.4, 'identifier': 'L_bodensee', 'start_date': '2016-03-25 00:53'}"
1984,1985,Buffalo,hydroweb,"{'basin': 'MacKenzie River', 'source': 'hydroweb', 'status': 'research', 'country': 'Canada', 'end_date': '2020-04-08 06:21', 'latitude': 60.23, 'lake_name': 'Buffalo', 'longitude': -115.49, 'identifier': 'L_buffalo', 'start_date': '2016-03-08 00:26'}"
1985,1986,Cerros-colorados,hydroweb,"{'basin': 'Negro2', 'source': 'hydroweb', 'status': 'operational', 'country': 'Argentina', 'end_date': '2020-09-15 14:07', 'latitude': -38.5, 'lake_name': 'Cerros-colorados', 'longitude': -68.83, 'identifier': 'L_cerros-colorados', 'start_date': '2016-03-15 00:44'}"
1986,1987,Chishi,hydroweb,"{'basin': 'Congo', 'source': 'hydroweb', 'status': 'operational', 'country': 'Zambia', 'end_date': '2020-09-25 07:56', 'latitude': -8.7, 'lake_name': 'Chishi', 'longitude': 29.7, 'identifier': 'L_chishi', 'start_date': '2016-03-22 01:07'}"
1987,1988,Chocon,hydroweb,"{'basin': 'Negro2', 'source': 'hydroweb', 'status': 'operational', 'country': 'Argentina', 'end_date': '2020-09-26 03:04', 'latitude': -39.45, 'lake_name': 'Chocon', 'longitude': -68.99, 'identifier': 'L_chocon', 'start_date': '2013-04-10 05:24'}"
1988,1989,Chukochye,hydroweb,"{'basin': 'Kolyma', 'source': 'hydroweb', 'status': 'operational', 'country': 'Russia', 'end_date': '2020-09-22 09:43', 'latitude': 69.45, 'lake_name': 'Chukochye', 'longitude': 160.3, 'identifier': 'L_chukochye', 'start_date': '2016-03-21 00:26'}"
1989,1990,Claire,hydroweb,"{'basin': 'Mackenzie River', 'source': 'hydroweb', 'status': 'operational', 'country': 'Canada', 'end_date': '2020-10-05 18:24', 'latitude': 58.57, 'lake_name': 'Claire', 'longitude': -112.08, 'identifier': 'L_claire', 'start_date': '2016-03-08 00:26'}"
1990,1991,Dorsoidong-co,hydroweb,"{'basin': 'Mongolian', 'source': 'hydroweb', 'status': 'research', 'country': 'China', 'end_date': '2020-08-03 22:28', 'latitude': 33.4, 'lake_name': 'Dorsoidong-co', 'longitude': 89.88, 'identifier': 'L_dorsoidong-co', 'start_date': '2013-03-21 19:11'}"
1991,1992,Erichsen,hydroweb,"{'basin': 'Nunavut', 'source': 'hydroweb', 'status': 'research', 'country': 'Canada', 'end_date': '2020-03-23 19:18', 'latitude': 70.66, 'lake_name': 'Erichsen', 'longitude': -80.5, 'identifier': 'L_erichsen', 'start_date': '2016-03-24 00:17'}"
1992,1993,Faber,hydroweb,"{'basin': 'Mackenzie River', 'source': 'hydroweb', 'status': 'operational', 'country': 'Canada', 'end_date': '2020-10-02 19:02', 'latitude': 63.95, 'lake_name': 'Faber', 'longitude': -117.28, 'identifier': 'L_faber', 'start_date': '2016-03-11 23:49'}"
1993,1994,Garry,hydroweb,"{'basin': 'Back River', 'source': 'hydroweb', 'status': 'research', 'country': 'Canada', 'end_date': '2020-04-08 06:21', 'latitude': 65.93, 'lake_name': 'Garry', 'longitude': -100.31, 'identifier': 'L_garry', 'start_date': '2016-03-06 23:45'}"
1994,1995,Gyaring-co,hydroweb,"{'basin': 'Mongolian', 'source': 'hydroweb', 'status': 'research', 'country': 'China', 'end_date': '2020-07-31 11:04', 'latitude': 31.14, 'lake_name': 'Gyaring-co', 'longitude': 88.31, 'identifier': 'L_gyaring-co', 'start_date': '2016-03-21 00:26'}"
1995,1996,Hoh-xil-hu,hydroweb,"{'basin': 'Mongolian', 'source': 'hydroweb', 'status': 'research', 'country': 'China', 'end_date': '2020-08-17 22:14', 'latitude': 35.58, 'lake_name': 'Hoh-xil-hu', 'longitude': 91.15, 'identifier': 'L_hoh-xil-hu', 'start_date': '2016-03-06 00:07'}"
1996,1997,Hong,hydroweb,"{'basin': 'Yangtze', 'source': 'hydroweb', 'status': 'research', 'country': 'China', 'end_date': '2020-03-25 19:25', 'latitude': 29.86, 'lake_name': 'Hong', 'longitude': 113.35, 'identifier': 'L_hong', 'start_date': '2016-03-13 00:30'}"
1997,1998,Hottah,hydroweb,"{'basin': 'Mackenzie River', 'source': 'hydroweb', 'status': 'operational', 'country': 'Canada', 'end_date': '2020-10-03 23:27', 'latitude': 64.96, 'lake_name': 'Hottah', 'longitude': -118.39, 'identifier': 'L_hottah', 'start_date': '2008-07-09 00:23'}"
1998,1999,Leman,hydroweb,"{'basin': 'Rhone', 'source': 'hydroweb', 'status': 'research', 'country': 'France&Switzerland', 'end_date': '2020-08-05 22:35', 'latitude': 46.36, 'lake_name': 'Leman', 'longitude': 6.54, 'identifier': 'L_leman', 'start_date': '2016-05-20 01:32'}"
1999,2000,Neuchatel,hydroweb,"{'basin': 'Rhine', 'source': 'hydroweb', 'status': 'research', 'country': 'Switzerland', 'end_date': '2020-08-18 21:46', 'latitude': 46.9, 'lake_name': 'Neuchatel', 'longitude': 6.84, 'identifier': 'L_neuchatel', 'start_date': '2016-07-26 00:50'}"
2000,2001,Orba-co,hydroweb,"{'basin': 'Mongolian', 'source': 'hydroweb', 'status': 'research', 'country': 'China', 'end_date': '2020-07-26 11:18', 'latitude': 34.55, 'lake_name': 'Orba-co', 'longitude': 81.04, 'identifier': 'L_orba-co', 'start_date': '2008-07-24 00:37'}"
2001,2002,Ranco,hydroweb,"{'basin': 'ChileSouth', 'source': 'hydroweb', 'status': 'operational', 'country': 'Chile', 'end_date': '2020-09-10 03:19', 'latitude': -40.2, 'lake_name': 'Ranco', 'longitude': -72.4, 'identifier': 'L_ranco', 'start_date': '2016-03-09 23:36'}"
2002,2003,Yamzho-yumco,hydroweb,"{'basin': 'Brahma', 'source': 'hydroweb', 'status': 'research', 'country': 'China', 'end_date': '2020-08-11 21:53', 'latitude': 28.9, 'lake_name': 'Yamzho-yumco', 'longitude': 90.7, 'identifier': 'L_yamzho-yumco', 'start_date': '2016-03-06 00:07'}"
2003,2004,"HARTWELL LAKE NEAR HARTWELL, GA",usgs,"{'tz_cd': 'EST', 'alt_va': ' 660.00', 'huc_cd': '03060103', 'lat_va': '342125', 'map_nm': 'null', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0824920', 'site_no': '02187250', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '13', 'agency_cd': 'USGS', 'county_cd': '147', 'lake_name': 'HARTWELL LAKE NEAR HARTWELL, GA', 'alt_acy_va': ' 20', 'country_cd': 'US', 'dec_lat_va': '34.3570498', 'gw_file_cd': 'NYNNNNNN', 'project_no': '454500100', 'site_tp_cd': 'LK', 'alt_meth_cd': 'M', 'dec_long_va': '-82.8220826', 'district_cd': '45', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NGVD29', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'M', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': 'null', 'coord_meth_cd': 'M', 'drain_area_va': '2088.', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': 'null'}"
2004,2005,"LAKE THURMOND NEAR CLARKS HILL, SC",usgs,"{'tz_cd': 'EST', 'alt_va': 'null', 'huc_cd': '03060103', 'lat_va': '333940', 'map_nm': 'null', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0821200', 'site_no': '02194500', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '45', 'agency_cd': 'USGS', 'county_cd': '073', 'lake_name': 'LAKE THURMOND NEAR CLARKS HILL, SC', 'alt_acy_va': 'null', 'country_cd': 'US', 'dec_lat_va': '33.6612432', 'gw_file_cd': 'NYNNNNNN', 'project_no': '454500100', 'site_tp_cd': 'LK', 'alt_meth_cd': 'null', 'dec_long_va': '-82.1998432', 'district_cd': '45', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'null', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'S', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': 'null', 'coord_meth_cd': 'M', 'drain_area_va': '6150', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'YNNNNNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': 'null'}"
2005,2006,"DEEP CREEK LAKE NEAR THAYERVILLE, MD",usgs,"{'tz_cd': 'EST', 'alt_va': ' 2462', 'huc_cd': '05020006', 'lat_va': '393040.5', 'map_nm': 'MCHENRY, MD', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0791754.2', 'site_no': '03075871', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '24', 'agency_cd': 'USGS', 'county_cd': '023', 'lake_name': 'DEEP CREEK LAKE NEAR THAYERVILLE, MD', 'alt_acy_va': '1.6', 'country_cd': 'US', 'dec_lat_va': '39.51125', 'gw_file_cd': 'null', 'project_no': 'null', 'site_tp_cd': 'LK', 'alt_meth_cd': 'N', 'dec_long_va': '-79.29838889', 'district_cd': '24', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NAVD88', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'S', 'depth_src_cd': 'null', 'inventory_dt': '20200721', 'map_scale_fc': '  24000', 'coord_meth_cd': 'N', 'drain_area_va': '62.2', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD83', 'instruments_cd': 'YNNNYNYNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': 'null'}"
2006,2007,ONONDAGA RESERVOIR NEAR NEDROW NY,usgs,"{'tz_cd': 'EST', 'alt_va': 'null', 'huc_cd': '04140201', 'lat_va': '425551', 'map_nm': 'SOUTH ONONDAGA, NY', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0761024', 'site_no': '04238500', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '36', 'agency_cd': 'USGS', 'county_cd': '067', 'lake_name': 'ONONDAGA RESERVOIR NEAR NEDROW NY', 'alt_acy_va': 'null', 'country_cd': 'US', 'dec_lat_va': '42.93089986', 'gw_file_cd': 'NNNNNNNN', 'project_no': 'null', 'site_tp_cd': 'LK', 'alt_meth_cd': 'null', 'dec_long_va': '-76.1729813', 'district_cd': '36', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'null', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'S', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': '  24000', 'coord_meth_cd': 'M', 'drain_area_va': '68.3', 'hole_depth_va': 'null', 'local_time_fg': 'N', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': 'null'}"
2007,2008,"JACKSON LAKE NEAR MORAN, WY",usgs,"{'tz_cd': 'MST', 'alt_va': ' 6776.74', 'huc_cd': '17040101', 'lat_va': '435128', 'map_nm': 'MORAN', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '1103525', 'site_no': '13010500', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '56', 'agency_cd': 'USGS', 'county_cd': '039', 'lake_name': 'JACKSON LAKE NEAR MORAN, WY', 'alt_acy_va': '.01', 'country_cd': 'US', 'dec_lat_va': '43.85777778', 'gw_file_cd': 'NNNNNNNN', 'project_no': '465600100', 'site_tp_cd': 'LK', 'alt_meth_cd': 'L', 'dec_long_va': '-110.5902778', 'district_cd': '16', 'land_net_ds': 'SESESWS18 T45N  R114W 6', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NGVD29', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'S', 'depth_src_cd': 'null', 'inventory_dt': '19080701', 'map_scale_fc': '  24000', 'coord_meth_cd': 'N', 'drain_area_va': '807', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD83', 'instruments_cd': 'NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': 'null'}"
2008,2009,LAKE OWYHEE NEAR NYSSA OR,usgs,"{'tz_cd': 'MST', 'alt_va': 'null', 'huc_cd': '17050110', 'lat_va': '433830', 'map_nm': 'null', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '1171430', 'site_no': '13182500', 'topo_cd': 'L', 'basin_cd': 'null', 'state_cd': '41', 'agency_cd': 'USGS', 'county_cd': '045', 'lake_name': 'LAKE OWYHEE NEAR NYSSA OR', 'alt_acy_va': 'null', 'country_cd': 'US', 'dec_lat_va': '43.64154787', 'gw_file_cd': 'NNNNNNNN', 'project_no': 'null', 'site_tp_cd': 'LK', 'alt_meth_cd': 'null', 'dec_long_va': '-117.2426656', 'district_cd': '41', 'land_net_ds': 'NWSE  S20 T22 S R45 E', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'null', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'F', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': 'null', 'coord_meth_cd': 'M', 'drain_area_va': '11160', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': '11160'}"
2009,2010,UNITY RESERVOIR NEAR UNITY OR,usgs,"{'tz_cd': 'PST', 'alt_va': ' 3823', 'huc_cd': '17050202', 'lat_va': '443013', 'map_nm': 'UNITY RESERVOIR, OR', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '1181045', 'site_no': '13272500', 'topo_cd': 'L', 'basin_cd': 'null', 'state_cd': '41', 'agency_cd': 'USGS', 'county_cd': '001', 'lake_name': 'UNITY RESERVOIR NEAR UNITY OR', 'alt_acy_va': '4.3', 'country_cd': 'US', 'dec_lat_va': '44.5034944', 'gw_file_cd': 'NNNNNNNN', 'project_no': 'null', 'site_tp_cd': 'LK', 'alt_meth_cd': 'N', 'dec_long_va': '-118.1802138', 'district_cd': '41', 'land_net_ds': '  SWSES21 T12S  R37E  W', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NAVD88', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'F', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': '  24000', 'coord_meth_cd': 'M', 'drain_area_va': '309', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'YNNNNNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': '309'}"
2010,2011,Abitibi,hydroweb,"{'basin': 'Moose', 'source': 'hydroweb', 'status': 'research', 'country': 'Canada', 'end_date': '2020-03-25 19:25', 'latitude': 48.76, 'lake_name': 'Abitibi', 'longitude': -79.91, 'identifier': 'L_abitibi', 'start_date': '2016-03-06 00:07'}"
2011,2012,Aqqikol-hu,hydroweb,"{'basin': 'Mongolian', 'source': 'hydroweb', 'status': 'research', 'country': 'China', 'end_date': '2020-07-23 11:39', 'latitude': 37.09, 'lake_name': 'Aqqikol-hu', 'longitude': 88.42, 'identifier': 'L_aqqikol-hu', 'start_date': '2016-03-13 00:30'}"
2012,2013,Barun-torey,hydroweb,"{'basin': 'Amur', 'source': 'hydroweb', 'status': 'research', 'country': 'Russia', 'end_date': '2020-02-24 09:39', 'latitude': 50.0, 'lake_name': 'Barun-torey', 'longitude': 115.5, 'identifier': 'L_barun-torey', 'start_date': '2016-04-22 13:04'}"
2013,2014,Bienville,hydroweb,"{'basin': 'Grande Riviere de la Baleine', 'source': 'hydroweb', 'status': 'research', 'country': 'Canada', 'end_date': '2020-03-27 19:32', 'latitude': 55.13, 'lake_name': 'Bienville', 'longitude': -72.65, 'identifier': 'L_bienville', 'start_date': '2008-07-15 01:03'}"
2014,2015,Big-trout,hydroweb,"{'basin': 'Severn', 'source': 'hydroweb', 'status': 'research', 'country': 'Canada', 'end_date': '2020-03-19 19:03', 'latitude': 53.78, 'lake_name': 'Big-trout', 'longitude': -90.01, 'identifier': 'L_big-trout', 'start_date': '2016-03-03 23:54'}"
2015,2016,Birch,hydroweb,"{'basin': 'Mackenzie River', 'source': 'hydroweb', 'status': 'operational', 'country': 'Canada', 'end_date': '2020-09-23 04:52', 'latitude': 64.62, 'lake_name': 'Birch', 'longitude': -121.61, 'identifier': 'L_birch', 'start_date': '2016-03-23 00:40'}"
2016,2017,Biwa-ko,hydroweb,"{'basin': 'Yodo', 'source': 'hydroweb', 'status': 'research', 'country': 'Japan', 'end_date': '2020-04-02 18:49', 'latitude': 35.25, 'lake_name': 'Biwa-ko', 'longitude': 136.07, 'identifier': 'L_biwa-ko', 'start_date': '2016-03-08 23:58'}"
2017,2018,Bodensee,hydroweb,"{'basin': 'Rhine', 'source': 'hydroweb', 'status': 'research', 'country': 'Germany&Switzerland&Austria', 'end_date': '2020-07-05 11:38', 'latitude': 47.6, 'lake_name': 'Bodensee', 'longitude': 9.4, 'identifier': 'L_bodensee', 'start_date': '2016-03-25 00:53'}"
2018,2019,Buffalo,hydroweb,"{'basin': 'MacKenzie River', 'source': 'hydroweb', 'status': 'research', 'country': 'Canada', 'end_date': '2020-04-08 06:21', 'latitude': 60.23, 'lake_name': 'Buffalo', 'longitude': -115.49, 'identifier': 'L_buffalo', 'start_date': '2016-03-08 00:26'}"
2019,2020,Cerros-colorados,hydroweb,"{'basin': 'Negro2', 'source': 'hydroweb', 'status': 'operational', 'country': 'Argentina', 'end_date': '2020-09-15 14:07', 'latitude': -38.5, 'lake_name': 'Cerros-colorados', 'longitude': -68.83, 'identifier': 'L_cerros-colorados', 'start_date': '2016-03-15 00:44'}"
2020,2021,Chishi,hydroweb,"{'basin': 'Congo', 'source': 'hydroweb', 'status': 'operational', 'country': 'Zambia', 'end_date': '2020-09-25 07:56', 'latitude': -8.7, 'lake_name': 'Chishi', 'longitude': 29.7, 'identifier': 'L_chishi', 'start_date': '2016-03-22 01:07'}"
2021,2022,Chocon,hydroweb,"{'basin': 'Negro2', 'source': 'hydroweb', 'status': 'operational', 'country': 'Argentina', 'end_date': '2020-09-26 03:04', 'latitude': -39.45, 'lake_name': 'Chocon', 'longitude': -68.99, 'identifier': 'L_chocon', 'start_date': '2013-04-10 05:24'}"
2022,2023,Chukochye,hydroweb,"{'basin': 'Kolyma', 'source': 'hydroweb', 'status': 'operational', 'country': 'Russia', 'end_date': '2020-09-22 09:43', 'latitude': 69.45, 'lake_name': 'Chukochye', 'longitude': 160.3, 'identifier': 'L_chukochye', 'start_date': '2016-03-21 00:26'}"
2023,2024,Claire,hydroweb,"{'basin': 'Mackenzie River', 'source': 'hydroweb', 'status': 'operational', 'country': 'Canada', 'end_date': '2020-10-05 18:24', 'latitude': 58.57, 'lake_name': 'Claire', 'longitude': -112.08, 'identifier': 'L_claire', 'start_date': '2016-03-08 00:26'}"
2024,2025,Dorsoidong-co,hydroweb,"{'basin': 'Mongolian', 'source': 'hydroweb', 'status': 'research', 'country': 'China', 'end_date': '2020-08-03 22:28', 'latitude': 33.4, 'lake_name': 'Dorsoidong-co', 'longitude': 89.88, 'identifier': 'L_dorsoidong-co', 'start_date': '2013-03-21 19:11'}"
2025,2026,Erichsen,hydroweb,"{'basin': 'Nunavut', 'source': 'hydroweb', 'status': 'research', 'country': 'Canada', 'end_date': '2020-03-23 19:18', 'latitude': 70.66, 'lake_name': 'Erichsen', 'longitude': -80.5, 'identifier': 'L_erichsen', 'start_date': '2016-03-24 00:17'}"
2026,2027,Faber,hydroweb,"{'basin': 'Mackenzie River', 'source': 'hydroweb', 'status': 'operational', 'country': 'Canada', 'end_date': '2020-10-02 19:02', 'latitude': 63.95, 'lake_name': 'Faber', 'longitude': -117.28, 'identifier': 'L_faber', 'start_date': '2016-03-11 23:49'}"
2027,2028,Garry,hydroweb,"{'basin': 'Back River', 'source': 'hydroweb', 'status': 'research', 'country': 'Canada', 'end_date': '2020-04-08 06:21', 'latitude': 65.93, 'lake_name': 'Garry', 'longitude': -100.31, 'identifier': 'L_garry', 'start_date': '2016-03-06 23:45'}"
2028,2029,Gyaring-co,hydroweb,"{'basin': 'Mongolian', 'source': 'hydroweb', 'status': 'research', 'country': 'China', 'end_date': '2020-07-31 11:04', 'latitude': 31.14, 'lake_name': 'Gyaring-co', 'longitude': 88.31, 'identifier': 'L_gyaring-co', 'start_date': '2016-03-21 00:26'}"
2029,2030,Hoh-xil-hu,hydroweb,"{'basin': 'Mongolian', 'source': 'hydroweb', 'status': 'research', 'country': 'China', 'end_date': '2020-08-17 22:14', 'latitude': 35.58, 'lake_name': 'Hoh-xil-hu', 'longitude': 91.15, 'identifier': 'L_hoh-xil-hu', 'start_date': '2016-03-06 00:07'}"
2030,2031,Hong,hydroweb,"{'basin': 'Yangtze', 'source': 'hydroweb', 'status': 'research', 'country': 'China', 'end_date': '2020-03-25 19:25', 'latitude': 29.86, 'lake_name': 'Hong', 'longitude': 113.35, 'identifier': 'L_hong', 'start_date': '2016-03-13 00:30'}"
2031,2032,Hottah,hydroweb,"{'basin': 'Mackenzie River', 'source': 'hydroweb', 'status': 'operational', 'country': 'Canada', 'end_date': '2020-10-03 23:27', 'latitude': 64.96, 'lake_name': 'Hottah', 'longitude': -118.39, 'identifier': 'L_hottah', 'start_date': '2008-07-09 00:23'}"
2032,2033,Leman,hydroweb,"{'basin': 'Rhone', 'source': 'hydroweb', 'status': 'research', 'country': 'France&Switzerland', 'end_date': '2020-08-05 22:35', 'latitude': 46.36, 'lake_name': 'Leman', 'longitude': 6.54, 'identifier': 'L_leman', 'start_date': '2016-05-20 01:32'}"
2033,2034,Neuchatel,hydroweb,"{'basin': 'Rhine', 'source': 'hydroweb', 'status': 'research', 'country': 'Switzerland', 'end_date': '2020-08-18 21:46', 'latitude': 46.9, 'lake_name': 'Neuchatel', 'longitude': 6.84, 'identifier': 'L_neuchatel', 'start_date': '2016-07-26 00:50'}"
2034,2035,Orba-co,hydroweb,"{'basin': 'Mongolian', 'source': 'hydroweb', 'status': 'research', 'country': 'China', 'end_date': '2020-07-26 11:18', 'latitude': 34.55, 'lake_name': 'Orba-co', 'longitude': 81.04, 'identifier': 'L_orba-co', 'start_date': '2008-07-24 00:37'}"
2035,2036,Ranco,hydroweb,"{'basin': 'ChileSouth', 'source': 'hydroweb', 'status': 'operational', 'country': 'Chile', 'end_date': '2020-09-10 03:19', 'latitude': -40.2, 'lake_name': 'Ranco', 'longitude': -72.4, 'identifier': 'L_ranco', 'start_date': '2016-03-09 23:36'}"
2036,2037,Yamzho-yumco,hydroweb,"{'basin': 'Brahma', 'source': 'hydroweb', 'status': 'research', 'country': 'China', 'end_date': '2020-08-11 21:53', 'latitude': 28.9, 'lake_name': 'Yamzho-yumco', 'longitude': 90.7, 'identifier': 'L_yamzho-yumco', 'start_date': '2016-03-06 00:07'}"
2037,2038,"HARTWELL LAKE NEAR HARTWELL, GA",usgs,"{'tz_cd': 'EST', 'alt_va': ' 660.00', 'huc_cd': '03060103', 'lat_va': '342125', 'map_nm': 'null', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0824920', 'site_no': '02187250', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '13', 'agency_cd': 'USGS', 'county_cd': '147', 'lake_name': 'HARTWELL LAKE NEAR HARTWELL, GA', 'alt_acy_va': ' 20', 'country_cd': 'US', 'dec_lat_va': '34.3570498', 'gw_file_cd': 'NYNNNNNN', 'project_no': '454500100', 'site_tp_cd': 'LK', 'alt_meth_cd': 'M', 'dec_long_va': '-82.8220826', 'district_cd': '45', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NGVD29', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'M', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': 'null', 'coord_meth_cd': 'M', 'drain_area_va': '2088.', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': 'null'}"
2038,2039,"LAKE THURMOND NEAR CLARKS HILL, SC",usgs,"{'tz_cd': 'EST', 'alt_va': 'null', 'huc_cd': '03060103', 'lat_va': '333940', 'map_nm': 'null', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0821200', 'site_no': '02194500', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '45', 'agency_cd': 'USGS', 'county_cd': '073', 'lake_name': 'LAKE THURMOND NEAR CLARKS HILL, SC', 'alt_acy_va': 'null', 'country_cd': 'US', 'dec_lat_va': '33.6612432', 'gw_file_cd': 'NYNNNNNN', 'project_no': '454500100', 'site_tp_cd': 'LK', 'alt_meth_cd': 'null', 'dec_long_va': '-82.1998432', 'district_cd': '45', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'null', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'S', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': 'null', 'coord_meth_cd': 'M', 'drain_area_va': '6150', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'YNNNNNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': 'null'}"
